64255,fruit
38358,cherry
33796,aroma
29797,tannin
28463,acidity
24160,black
23751,spice
23518,ripe
23461,dry
22781,note 
20730,sweet
20505,oak
19927,berry
19844,red
19026,rich
18493,blackberry
16635,show
16524,good
15986,soft
15731,fresh
15297,nose
14661,plum 
14559,year
13550,blend
13290,vanilla
13103,full 
13075,apple
12756,well 
12646,crisp
12285,raspberry
11608,citrus
11538,chocolate
11328,dark
11225,white
10848,green 
10683,mouth 
10309,offer
10112,light
10010,hint
9990,peach
